Customer_ID,Transaction_ID,Product_Category,Product_Name,Quantity_Purchased,Purchase_Amount,Discount_Percentage,Final_Price,Purchase_Date,Payment_Method,Customer_Age,Customer_Gender,Region
984,T00984,Smartwatch,Garmin Forerunner,4,2197.26,6.66,2050.92,9/22/2024,Credit Card,42,Male,Africa
985,T00985,TV,Samsung QLED,8,1618.15,22.21,1258.76,5/10/2024,PayPal,22,Female,Africa
986,T00986,Mobile,Google Pixel 6,8,1909.55,29.67,1342.99,6/30/2024,Credit Card,47,Female,North America
987,T00987,Smartwatch,Samsung Galaxy Watch 4,8,993.87,13.25,862.18,9/30/2024,PayPal,46,Male,Africa
988,T00988,Laptop,HP Spectre x360,7,2489.57,21.66,1950.33,8/31/2023,Cash,21,Male,South America
989,T00989,Mobile,iPhone 13,1,1330.35,6.18,1248.13,12/12/2024,Credit Card,41,Female,Europe
990,T00990,Smartwatch,Apple Watch Series 7,10,162.05,14.71,138.21,3/12/2023,Debit Card,61,Female,South America
991,T00991,Laptop,Dell XPS 15,6,1730.99,27.47,1255.49,5/15/2023,Credit Card,70,Female,Asia
992,T00992,Mobile,Google Pixel 6,2,391.54,20.21,312.41,11/19/2024,Debit Card,46,Male,Europe
993,T00993,Headphones,Bose 700,6,2117.67,0.37,2109.83,5/23/2024,PayPal,51,Female,North America
994,T00994,Laptop,HP Spectre x360,6,2245.12,25.99,1661.61,2/18/2024,Cash,26,Female,North America
995,T00995,Laptop,Dell XPS 15,6,1391.75,12.44,1218.62,10/10/2023,Debit Card,64,Male,South America
996,T00996,Smartwatch,Apple Watch Series 7,2,2025.25,7.3,1877.41,8/30/2024,Credit Card,50,Female,North America
997,T00997,Smartwatch,Garmin Forerunner,10,479.31,20.04,383.26,10/30/2024,PayPal,45,Female,Asia
998,T00998,TV,Sony Bravia,5,2669.56,6.37,2499.51,12/14/2023,Cash,40,Male,North America
999,T00999,Smartwatch,Samsung Galaxy Watch 4,6,248.8,1.25,245.69,6/29/2023,Cash,55,Female,North America
1000,T01000,Mobile,iPhone 13,7,1325.63,3.92,1273.67,4/26/2023,Credit Card,46,Female,Africa
